dates,price,today,yesterday,volume.yesterday,hvt30d
16/11/2020,53.92,1.53,1.43,123011,21.7
17/11/2020,53.79,-0.24,1.53,241871,21.2
18/11/2020,53.46,-0.61,-0.24,193127,21.4
19/11/2020,54.07,1.14,-0.61,175593,21.3
20/11/2020,54.42,0.65,1.14,91458,21.3
23/11/2020,54.7,0.51,0.65,97822,21.2
24/11/2020,55.57,1.59,0.51,181552,21.6
25/11/2020,55.53,-0.07,1.59,164344,21.6
27/11/2020,56.37,1.51,-0.07,168308,21.8
30/11/2020,56.04,-0.59,1.51,90801,21.8
01/12/2020,57.06,1.82,-0.59,82735,22.3
02/12/2020,57.16,0.18,1.82,218150,22.2
03/12/2020,57.23,0.12,0.18,130658,22.2
04/12/2020,58.2,1.69,0.12,139222,22.5
07/12/2020,57.76,-0.76,1.69,179848,20.8
08/12/2020,58.26,0.87,-0.76,110244,20.8
09/12/2020,58.06,-0.34,0.87,169454,18.3
10/12/2020,58.16,0.17,-0.34,203247,18.2
11/12/2020,57.85,-0.53,0.17,109625,17.6
14/12/2020,58.25,0.69,-0.53,98209,17.6
15/12/2020,59.15,1.55,0.69,144599,16.6
16/12/2020,59.17,0.03,1.55,154949,16.6
17/12/2020,59.84,1.13,0.03,178490,15.5
18/12/2020,60.14,0.5,1.13,151565,15.4
21/12/2020,59.85,-0.48,0.5,211076,14.9
22/12/2020,60.32,0.79,-0.48,135712,14.2
23/12/2020,60.75,0.71,0.79,115048,14
24/12/2020,60.65,-0.16,0.71,130362,12.9
28/12/2020,60.67,0.03,-0.16,61461,12.7
29/12/2020,60.56,-0.18,0.03,126740,12.4
30/12/2020,61.01,0.74,-0.18,163526,12.2
31/12/2020,60.89,-0.2,0.74,167299,12
04/01/2021,60.8,-0.15,-0.2,89496,11.9
05/01/2021,62.01,1.99,-0.15,195528,12.8
06/01/2021,62.62,0.98,1.99,173108,12.9
07/01/2021,64.81,3.5,0.98,375394,15.3
08/01/2021,65.31,0.77,3.5,257579,15.2
11/01/2021,65.42,0.17,0.77,270618,15
12/01/2021,65.52,0.15,0.17,356858,14.7
13/01/2021,65.6,0.12,0.15,257836,14.2
14/01/2021,67,2.13,0.12,179602,14.9
15/01/2021,65.28,-2.57,2.13,211165,17.6
19/01/2021,66.42,1.75,-2.57,231752,17.7
20/01/2021,67.2,1.17,1.75,268088,17.4
21/01/2021,67.54,0.51,1.17,339106,17.4
22/01/2021,67.37,-0.25,0.51,197515,17.3
25/01/2021,67.75,0.56,-0.25,187438,17.3
26/01/2021,67.46,-0.43,0.56,283008,17.2
27/01/2021,66.67,-1.17,-0.43,214727,18
28/01/2021,66.25,-0.63,-1.17,211658,17.9
29/01/2021,64.46,-2.7,-0.63,156713,20.2
01/02/2021,66.28,2.82,-2.7,265489,21.4
02/02/2021,67.41,1.7,2.82,200841,21.8
03/02/2021,67.51,0.15,1.7,568629,21.6
04/02/2021,67.94,0.64,0.15,185026,21.6
05/02/2021,68.67,1.07,0.64,307474,21.7
08/02/2021,70.1,2.08,1.07,171583,22.2
09/02/2021,70.86,1.08,2.08,263139,22.2
10/02/2021,70.38,-0.68,1.08,313594,22.4
11/02/2021,70.91,0.75,-0.68,186630,22.4
12/02/2021,71.55,0.9,0.75,161780,22.3
16/02/2021,71.27,-0.39,0.9,166765,22.4
17/02/2021,70.26,-1.42,-0.39,256240,22.7
18/02/2021,69.09,-1.67,-1.42,414299,23.5
19/02/2021,69.83,1.07,-1.67,249737,21.5
22/02/2021,68.31,-2.18,1.07,201250,22.7
23/02/2021,66.9,-2.06,-2.18,187849,23.7
24/02/2021,67.57,1,-2.06,327068,23.8
25/02/2021,65.58,-2.95,1,158127,25.6
26/02/2021,65.2,-0.58,-2.95,217591,24.8
01/03/2021,66.93,2.65,-0.58,156864,24.8
02/03/2021,65.53,-2.09,2.65,214570,25.1
03/03/2021,64,-2.33,-2.09,131794,25.7
04/03/2021,61.79,-3.45,-2.33,171403,27.5
05/03/2021,62.31,0.84,-3.45,430440,27.7
08/03/2021,60.99,-2.12,0.84,360070,28.1
09/03/2021,62.62,2.67,-2.12,199963,29.5
10/03/2021,62.79,0.27,2.67,134857,29.4
11/03/2021,64.48,2.69,0.27,366661,30.6
12/03/2021,64.4,-0.12,2.69,583291,29.5
15/03/2021,65.14,1.15,-0.12,229414,28.4
16/03/2021,64.63,-0.78,1.15,105483,28
17/03/2021,65.06,0.67,-0.78,270450,28.1
18/03/2021,64.01,-1.61,0.67,80611,28.3
19/03/2021,64.26,0.39,-1.61,117759,28.1
22/03/2021,64.09,-0.26,0.39,247671,27.2
23/03/2021,62.62,-2.29,-0.26,133923,27.5
24/03/2021,61.56,-1.69,-2.29,115907,27.8
25/03/2021,62.31,1.22,-1.69,136642,28
26/03/2021,63.21,1.44,1.22,202226,28.3
29/03/2021,62.52,-1.09,1.44,194066,28.3
30/03/2021,62.7,0.29,-1.09,145377,28.2
31/03/2021,63.51,1.29,0.29,189383,28.4
01/04/2021,64.83,2.08,1.29,94359,29
05/04/2021,65.7,1.34,2.08,165611,28.7
06/04/2021,65.36,-0.52,1.34,107059,28.1
07/04/2021,64.64,-1.1,-0.52,114907,28.1
08/04/2021,65.41,1.19,-1.1,106898,26.9
09/04/2021,65.72,0.47,1.19,145197,26.9
12/04/2021,64.68,-1.58,0.47,154103,26
13/04/2021,65.21,0.82,-1.58,140869,25.4
14/04/2021,64.93,-0.43,0.82,71600,24.4
15/04/2021,65.62,1.06,-0.43,96369,21.9
16/04/2021,65.71,0.14,1.06,96593,21.8
19/04/2021,64.91,-1.22,0.14,68588,21.1
20/04/2021,63.9,-1.56,-1.22,69172,20.4
21/04/2021,64.83,1.46,-1.56,214167,20.8
22/04/2021,64.9,0.11,1.46,79960,19.2
23/04/2021,65.95,1.62,0.11,110274,19.8
26/04/2021,66.86,1.38,1.62,75985,19.9
27/04/2021,66.41,-0.67,1.38,213233,19.9
28/04/2021,66.4,-0.02,-0.67,151080,19.8
29/04/2021,65.88,-0.78,-0.02,132174,19.3
30/04/2021,64.69,-1.81,-0.78,182911,20.1
03/05/2021,64.31,-0.59,-1.81,128323,20.1
04/05/2021,62.73,-2.46,-0.59,84393,20.3
05/05/2021,63,0.43,-2.46,164893,19.6
06/05/2021,62.91,-0.14,0.43,166472,19.3
07/05/2021,63.91,1.59,-0.14,131319,19.4
10/05/2021,62.4,-2.36,1.59,55678,20.5
11/05/2021,62.11,-0.46,-2.36,352418,20.5
12/05/2021,59.77,-3.77,-0.46,209206,23
13/05/2021,60.19,0.7,-3.77,604207,22.2
14/05/2021,61.79,2.66,0.7,268735,23.3
17/05/2021,61.03,-1.23,2.66,119725,23.5
18/05/2021,61.53,0.82,-1.23,98050,23.5
19/05/2021,61.03,-0.81,0.82,183322,23.2
20/05/2021,62.15,1.84,-0.81,136163,24
21/05/2021,62.36,0.34,1.84,106050,23.6
24/05/2021,62.88,0.83,0.34,51249,23.6
25/05/2021,62.84,-0.06,0.83,75455,23.6
26/05/2021,63.22,0.6,-0.06,125044,23.4
27/05/2021,63.61,0.62,0.6,121291,23.5
28/05/2021,63.9,0.46,0.62,100258,23.3
01/06/2021,64.02,0.19,0.46,62482,22.8
02/06/2021,64.08,0.09,0.19,112402,22.4
03/06/2021,63.37,-1.11,0.09,63028,22.6
04/06/2021,64.29,1.45,-1.11,61993,22.5
07/06/2021,64.39,0.16,1.45,73810,22.1
08/06/2021,64.29,-0.16,0.16,76054,22
09/06/2021,63.87,-0.65,-0.16,57224,22.1
10/06/2021,63.98,0.17,-0.65,108802,22
11/06/2021,64.22,0.38,0.17,149530,21.4
14/06/2021,64.49,0.42,0.38,57121,21.3
15/06/2021,64.32,-0.26,0.42,46944,19.9
16/06/2021,64.05,-0.42,-0.26,59237,19.9
17/06/2021,63.98,-0.11,-0.42,79484,19.9
18/06/2021,63.02,-1.5,-0.11,65398,19.9
21/06/2021,63.86,1.33,-1.5,98514,18.9
22/06/2021,64.31,0.7,1.33,68792,18.9
23/06/2021,64.28,-0.05,0.7,109529,14.4
24/06/2021,65.07,1.23,-0.05,152236,14.7
25/06/2021,65.47,0.61,1.23,78580,12.8
28/06/2021,65.56,0.14,0.61,66643,12
29/06/2021,65.66,0.15,0.14,106482,11.9
30/06/2021,65.21,-0.69,0.15,78508,11.8
01/07/2021,65.02,-0.29,-0.69,123534,10.8
02/07/2021,65.17,0.23,-0.29,89058,10.8
06/07/2021,65.07,-0.15,0.23,49739,10.6
07/07/2021,64.91,-0.25,-0.15,40995,10.6
08/07/2021,64.29,-0.96,-0.25,81822,11
09/07/2021,65.46,1.82,-0.96,69127,12.1
12/07/2021,65.71,0.38,1.82,74382,12
13/07/2021,65.16,-0.84,0.38,50951,12.4
14/07/2021,64.84,-0.49,-0.84,51318,12.5
15/07/2021,64.16,-1.05,-0.49,85788,12.4
16/07/2021,63.66,-0.78,-1.05,60955,11.9
19/07/2021,62.71,-1.49,-0.78,44237,12.6
20/07/2021,63.86,1.83,-1.49,120468,13.9
21/07/2021,64.94,1.69,1.83,147220,14.6
22/07/2021,64.89,-0.08,1.69,76937,14.6
23/07/2021,65.31,0.65,-0.08,59364,14.7
26/07/2021,65.1,-0.32,0.65,91219,14.7
27/07/2021,64.27,-1.27,-0.32,51324,15.2
28/07/2021,65.02,1.17,-1.27,106558,15.5
29/07/2021,65.75,1.12,1.17,181757,15.8
30/07/2021,65.79,0.06,1.12,245450,15
02/08/2021,66.19,0.61,0.06,123360,14.7
03/08/2021,66.66,0.71,0.61,74077,14.7
04/08/2021,66.64,-0.03,0.71,30776,14.7
05/08/2021,67.24,0.9,-0.03,67044,14.5
06/08/2021,66.73,-0.76,0.9,51980,14.6
09/08/2021,66.6,-0.19,-0.76,45038,14.6
10/08/2021,66.56,-0.06,-0.19,49144,14.6
11/08/2021,66.93,0.56,-0.06,200104,14.5
12/08/2021,66.8,-0.19,0.56,74233,14.5
13/08/2021,66.53,-0.4,-0.19,67941,14.6
16/08/2021,66.11,-0.63,-0.4,57081,14.7
17/08/2021,65.05,-1.6,-0.63,73543,15.5
18/08/2021,64.86,-0.29,-1.6,102802,15.3
19/08/2021,64.35,-0.79,-0.29,39769,14.4
20/08/2021,64.73,0.59,-0.79,61985,14.5
23/08/2021,65.96,1.9,0.59,47304,15.4
24/08/2021,66.48,0.79,1.9,65755,15.4
25/08/2021,66.55,0.11,0.79,35422,15
26/08/2021,66.09,-0.69,0.11,39924,15
27/08/2021,67.05,1.45,-0.69,52110,14.6
30/08/2021,67.09,0.06,1.45,127988,13.7
31/08/2021,67.34,0.37,0.06,121849,13
01/09/2021,68.32,1.46,0.37,80475,13.5
02/09/2021,69.07,1.1,1.46,75578,13.7
03/09/2021,69.61,0.78,1.1,85019,13.7
07/09/2021,69.78,0.24,0.78,109874,12.9
08/09/2021,69.06,-1.03,0.24,105135,13.2
09/09/2021,69.45,0.56,-1.03,98137,12.9
10/09/2021,69.07,-0.55,0.56,54676,13.1
13/09/2021,69.31,0.35,-0.55,176796,13.1
14/09/2021,69.05,-0.38,0.35,77238,13.1
15/09/2021,69.54,0.71,-0.38,96820,13.2
16/09/2021,69.56,0.03,0.71,122697,13
17/09/2021,68.9,-0.95,0.03,153596,13.1
20/09/2021,67.2,-2.47,-0.95,58004,15.2
21/09/2021,67.6,0.6,-2.47,103260,15.3
22/09/2021,68,0.59,0.6,143910,15.3
23/09/2021,68.93,1.37,0.59,55924,15.8
24/09/2021,68.22,-1.03,1.37,70238,16.1
27/09/2021,67.35,-1.28,-1.03,47501,16.5
28/09/2021,65.18,-3.22,-1.28,94281,18.7
29/09/2021,64.7,-0.74,-3.22,131902,18.8
30/09/2021,64.41,-0.45,-0.74,124628,18.7
01/10/2021,64.23,-0.28,-0.45,92112,18.6
04/10/2021,62.64,-2.48,-0.28,248233,19
05/10/2021,63.31,1.07,-2.48,85503,19.2
06/10/2021,62.93,-0.6,1.07,59474,19.2
07/10/2021,64.11,1.88,-0.6,60025,20.1
08/10/2021,63.63,-0.75,1.88,83038,19.6
11/10/2021,63.25,-0.6,-0.75,157287,19.6
12/10/2021,63.17,-0.13,-0.6,43192,19.5
13/10/2021,63.89,1.14,-0.13,80481,19.3
14/10/2021,65.14,1.96,1.14,69208,20
15/10/2021,65.87,1.12,1.96,54413,20.2
18/10/2021,65.88,0.02,1.12,68417,20.2
19/10/2021,66.92,1.58,0.02,45003,20.6
20/10/2021,67.04,0.18,1.58,60840,20.6
21/10/2021,66.93,-0.16,0.18,61324,20.5
22/10/2021,66.86,-0.1,-0.16,50546,20.5
25/10/2021,67.38,0.78,-0.1,91083,20.6
26/10/2021,67.4,0.03,0.78,105283,20.5
27/10/2021,66.81,-0.88,0.03,82729,20.6
28/10/2021,68.3,2.23,-0.88,123464,21.6
29/10/2021,68.44,0.2,2.23,53705,20.2
01/11/2021,69.77,1.94,0.2,50467,20.9
02/11/2021,70.15,0.54,1.94,137551,20.9
03/11/2021,71.42,1.81,0.54,104553,21.2
04/11/2021,72.14,1.01,1.81,112258,21
05/11/2021,71.56,-0.8,1.01,91671,20.8
08/11/2021,71.75,0.27,-0.8,174661,17.7
09/11/2021,71.39,-0.5,0.27,78934,17.6
10/11/2021,70.03,-1.91,-0.5,104989,18.7
11/11/2021,70.42,0.56,-1.91,86041,18.7
12/11/2021,70.9,0.68,0.56,77428,16.5
15/11/2021,70.84,-0.08,0.68,67516,16.5
16/11/2021,71.39,0.78,-0.08,90569,16.2
17/11/2021,71.15,-0.34,0.78,115637,15.7
18/11/2021,71.04,-0.15,-0.34,66668,15.4
19/11/2021,70.99,-0.07,-0.15,57061,15.2
22/11/2021,70.21,-1.1,-0.07,72322,15.8
23/11/2021,69.44,-1.1,-1.1,73062,16.2
24/11/2021,69.25,-0.27,-1.1,78041,15.4
26/11/2021,67.6,-2.38,-0.27,78156,17.1
29/11/2021,68.5,1.33,-2.38,76191,17.4
30/11/2021,67.97,-0.77,1.33,57297,17.1
01/12/2021,67.45,-0.77,-0.77,82132,17.2
02/12/2021,68.32,1.29,-0.77,64354,17.6
03/12/2021,67.33,-1.45,1.29,110873,18.2
06/12/2021,67.92,0.88,-1.45,77448,18.3
07/12/2021,69.89,2.9,0.88,50854,20.1
08/12/2021,70.41,0.74,2.9,98200,20
09/12/2021,69.19,-1.73,0.74,83566,19.7
10/12/2021,69.08,-0.16,-1.73,109681,19.7
13/12/2021,68.72,-0.52,-0.16,61916,18.9
14/12/2021,67.72,-1.46,-0.52,149207,19.3
15/12/2021,69.3,2.33,-1.46,71507,19.8
16/12/2021,68.36,-1.36,2.33,91666,19.8
17/12/2021,68.4,0.06,-1.36,69524,19.8
20/12/2021,67.42,-1.43,0.06,69788,20.1
21/12/2021,68.79,2.03,-1.43,82587,21.1
22/12/2021,69.54,1.09,2.03,96216,20.7
23/12/2021,70.05,0.73,1.09,198279,20.7
27/12/2021,70.94,1.27,0.73,153145,21
28/12/2021,70.59,-0.49,1.27,76804,21
29/12/2021,70.51,-0.11,-0.49,160179,20.9
30/12/2021,70.2,-0.44,-0.11,101285,20.9
31/12/2021,70.11,-0.13,-0.44,81280,20.9
03/01/2022,70.26,0.21,-0.13,155997,20.9
04/01/2022,70.16,-0.14,0.21,240741,20.7
05/01/2022,68.12,-2.91,-0.14,165982,22.3
06/01/2022,67.98,-0.21,-2.91,130854,22.2
07/01/2022,66.99,-1.46,-0.21,153744,21.5
10/01/2022,66.39,-0.9,-1.46,196834,21.2
11/01/2022,67.55,1.75,-0.9,227643,21.8
12/01/2022,68.03,0.71,1.75,107486,21.8
13/01/2022,66.48,-2.28,0.71,97537,22.5
14/01/2022,66.05,-0.65,-2.28,72872,22.2
18/01/2022,64.32,-2.62,-0.65,62670,23.3
19/01/2022,63.85,-0.73,-2.62,221434,21.3
20/01/2022,63.35,-0.78,-0.73,99623,21.1
21/01/2022,61.99,-2.15,-0.78,145927,21.4
24/01/2022,61.94,-0.08,-2.15,184968,21.4
25/01/2022,60.78,-1.87,-0.08,233436,21.9
26/01/2022,60.35,-0.71,-1.87,140024,21.7
27/01/2022,59.12,-2.04,-0.71,173005,20.5
28/01/2022,59.93,1.37,-2.04,126813,21.1
31/01/2022,62.08,3.59,1.37,168160,24.2
